zona,id_cont,calle,altura,capacidad,ruta,turno,lat,long,the_geom,cartodb_id,created_at,updated_at
2,S/N,DEL LIBERTADOR AV.,6350,3200,,,-34.553428,-58.45066,0101000020E6100000C4CE143AAF394DC068588CBAD64641C0,1262,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,TUCUMAN,2361,3200,RDCLM19,MAÑANA,-34.602176,-58.400426,0101000020E6100000EB3BBF2841334DC0D237691A144D41C0,3349,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00520,DORREGO AV.,851,3200,,,-34.591348,-58.447076,0101000020E6100000CB694FC939394DC00B47904AB14B41C0,1282,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,"CAMPOS, LUIS MARIA AV.",1436,3200,,,-34.563377,-58.443083,0101000020E6100000F03499F1B6384DC0C828CFBC1C4841C0,961,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00372,REPUBLICA ARABE SIRIA,2561,3200,,,-34.584162,-58.416266,0101000020E6100000E7374C3448354DC071C806D2C54A41C0,2214,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,ESMERALDA,238,3200,RDCLN04,NOCHE,-34.605737,-58.377993,0101000020E6100000F78E1A1362304DC0137D3ECA884D41C0,3920,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,BELGRANO AV.,283,3200,RDCLN11,NOCHE,-34.612284,-58.370232,0101000020E610000062F71DC3632F4DC09AEE75525F4E41C0,4431,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SUIPACHA,1279,3200,RDCLN06,NOCHE,-34.593254,-58.380027,0101000020E61000006A4C88B9A4304DC0501C40BFEF4B41C0,4165,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01073,HUERGO,283,3200,,,-34.573023,-58.431604,0101000020E61000005169C4CC3E374DC08B6D52D1584941C0,97,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,MISIONES,233,3200,RDCLM22,MAÑANA,-34.612719,-58.404354,0101000020E6100000DE0033DFC1334DC0A45181936D4E41C0,3577,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PASTEUR,535,3200,RDCLM19,MAÑANA,-34.602886,-58.399578,0101000020E6100000BD19355F25334DC0AE9B525E2B4D41C0,3325,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01179,"NEWBERY, JORGE",2406,3200,,,-34.572418,-58.440975,0101000020E610000043AD69DE71384DC024D236FE444941C0,2025,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,JUNIN,1596,3200,RDCLM15,MAÑANA,-34.590212,-58.39419,0101000020E6100000833463D174324DC077DA1A118C4B41C0,2996,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PASO,623,3200,RDCLM19,MAÑANA,-34.601594,-58.403489,0101000020E6100000DBA50D87A5334DC023BC3D08014D41C0,3321,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CORDOBA AV.,720,3200,RDCLN11,NOCHE,-34.598913,-58.377156,0101000020E6100000BEBED6A546304DC01B13622EA94C41C0,4457,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00126,LAVALLEJA,1473,3200,,,-34.593798,-58.423886,0101000020E6100000BB9D7DE541364DC01137A792014C41C0,1843,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,MONTEVIDEO,322,3200,RDCLN09,NOCHE,-34.604909,-58.389406,0101000020E6100000DF6E490ED8314DC02D077AA86D4D41C0,4332,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,JUAN DOMINGO PERËN TT. GRAL.,1177,3200,RDCLN08,NOCHE,-34.606178,-58.383213,0101000020E61000007633A31F0D314DC000C79E3D974D41C0,351,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00664,REPUBLICA ARABE SIRIA,2943,3200,,,-34.581272,-58.41384,0101000020E610000069E388B5F8344DC04E0AF31E674A41C0,2218,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,AYACUCHO,2062,3200,RDCLM15,MAÑANA,-34.587118,-58.38873,0101000020E6100000AF7C96E7C1314DC04B72C0AE264B41C0,2969,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01192,"SAVIO, MANUEL N., GRAL.",447,3200,,,-34.57243,-58.438004,0101000020E610000033C2DB8310384DC0E89FE062454941C0,2350,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00104,SCALABRINI ORTIZ AV.,1262,3200,,,-34.593284,-58.428697,0101000020E61000005872158BDF364DC0BA9EE8BAF04B41C0,2371,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,RECONQUISTA,344,3200,RDCLN04,NOCHE,-34.603836,-58.372461,0101000020E61000008A0453CDAC2F4DC0E012807F4A4D41C0,3963,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,CORRIENTES AV.,5128,3200,,,-34.600225,-58.438002,0101000020E610000092CA147310384DC0ED9E3C2CD44C41C0,1142,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CORDOBA AV.,1889,3200,RDCLM18,MAÑANA,-34.599584,-58.394085,0101000020E61000000D6C956071324DC0399A232BBF4C41C0,3198,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00106,SCALABRINI ORTIZ AV.,1339,3200,,,-34.5927,-58.427485,0101000020E6100000E94317D4B7364DC06B2BF697DD4B41C0,2374,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"ALSINA, ADOLFO",626,3200,RDCLN02,NOCHE,-34.610458,-58.375948,0101000020E6100000917F66101F304DC071CADC7C234E41C0,3734,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"MITRE, BARTOLOME",2582,3200,RDCLM21,MAÑANA,-34.60872,-58.403095,0101000020E61000002F17F19D98334DC0E7357689EA4D41C0,3474,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,LIBERTAD,753,3200,RDCLN10,NOCHE,-34.599758,-58.38394,0101000020E610000029D027F224314DC0D7C1C1DEC44C41C0,302,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PEÐA,2336,3200,RDCLM16,MAÑANA,-34.59034,-58.397904,0101000020E61000004A79AD84EE324DC0A4C2D842904B41C0,386,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,PARAGUAY,5461,3200,,,-34.577327,-58.433556,0101000020E6100000077E54C37E374DC0840CE4D9E54941C0,2170,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00764,LAFINUR,3350,3200,,,-34.577187,-58.412316,0101000020E61000000BCF4BC5C6344DC093567C43E14941C0,1805,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,"HERNANDEZ, JOSE",2711,3200,,,-34.567359,-58.456414,0101000020E6100000E1B721C66B3A4DC0AF0B3F389F4841C0,1615,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,OLAZABAL,2649,3200,,,-34.56155,-58.460717,0101000020E61000000ADB4FC6F83A4DC0CE88D2DEE04741C0,2095,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,LARREA,175,3200,RDCLM21,MAÑANA,-34.608022,-58.4019,0101000020E610000096218E7571334DC0CF9F36AAD34D41C0,3460,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"ROCA, JULIO A., PRESIDENTE AV.",593,3200,RDCLN02,NOCHE,-34.609669,-58.374281,0101000020E6100000D1419770E82F4DC0483140A2094E41C0,3788,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00511,ALVAREZ THOMAS AV.,1032,3200,,,-34.578857,-58.456577,0101000020E61000008B8D791D713A4DC0C40776FC174A41C0,506,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00182,"CABRERA, JOSE A.",4260,3200,,,-34.595048,-58.425256,0101000020E6100000C136E2C96E364DC06DC669882A4C41C0,922,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PEÐA RODRIGUEZ,128,3200,RDCLN08,NOCHE,-34.607495,-58.390748,0101000020E61000001C7DCC0704324DC0E4BD6A65C24D41C0,336,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00945,GODOY CRUZ,2131,3200,,,-34.584069,-58.429926,0101000020E61000009DD9AED007374DC0C0CDE2C5C24A41C0,1483,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,25 DE MAYO,702,3200,RDCLN05,NOCHE,-34.599448,-58.371441,0101000020E61000005FB2F1608B2F4DC089D349B6BA4C41C0,3970,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SAAVEDRA,222,3200,RDCLM22,MAÑANA,-34.612559,-58.403169,0101000020E610000069E1B20A9B334DC06BEF5355684E41C0,3597,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"SAENZ PEÐA, ROQUE, PRES. AV.",714,3200,RDCLN03,NOCHE,-34.606383,-58.376777,0101000020E610000047718E3A3A304DC0D9EC48F59D4D41C0,369,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,YRIGOYEN HIPOLITO AV.,428,3200,RDCLN03,NOCHE,-34.609057,-58.372637,0101000020E6100000C823B891B22F4DC02F336C94F54D41C0,3888,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,BAEZ,732,3200,,,-34.56947,-58.435577,0101000020E6100000E5F1B4FCC0374DC0CD069964E44841C0,724,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00639,CERVIÑO,3944,3200,,,-34.578608,-58.414062,0101000020E61000001842CEFBFF344DC01C9AB2D30F4A41C0,1008,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00543,FOREST AV.,1621,3200,,,-34.573852,-58.46511,0101000020E6100000738577B9883B4DC0425F7AFB734941C0,1413,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,JUNCAL,1789,3200,RDCLM12,MAÑANA,-34.593818,-58.392827,0101000020E61000002EFEB62748324DC058E36C3A024C41C0,2744,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,BALCARCE,1073,3200,RDCLN24,NOCHE,-34.620223,-58.370069,0101000020E6100000B821C66B5E2F4DC00F9D9E77634F41C0,4656,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,URUGUAY,760,3200,RDCLN10,NOCHE,-34.599688,-58.386854,0101000020E6100000D4298F6E84314DC0DEE68D93C24C41C0,4417,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SANTIAGO DEL ESTERO,265,3200,RDCLN07,NOCHE,-34.611761,-58.384827,0101000020E610000014CFD90242314DC0F0FB372F4E4E41C0,4219,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,CABILDO AV.,734,3200,,,-34.570353,-58.444329,0101000020E61000000BD5CDC5DF384DC07616BD53014941C0,826,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01033,"CHENAUT, INDALESIO, GRAL.",1754,3200,,,-34.570209,-58.43107,0101000020E6100000B324404D2D374DC04371C79BFC4841C0,1055,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,HUMBOLDT,2483,3200,,,-34.57825,-58.427714,0101000020E61000004B051555BF364DC0BC749318044A41C0,1642,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,FOREST AV.,1040,3200,,,-34.580416,-58.458404,0101000020E6100000842D76FBAC3A4DC09E094D124B4A41C0,1406,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00362,JUNCAL,3596,3200,,,-34.583645,-58.41325,0101000020E610000037894160E5344DC0A9BC1DE1B44A41C0,1652,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00131,PRINGLES,1352,3200,,,-34.595984,-58.42554,0101000020E6100000E6913F1878364DC03A782634494C41C0,2197,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00140,ACUÑA DE  FIGUEROA,1228,3200,,,-34.597241,-58.421741,0101000020E6100000F030ED9BFB354DC0486AA164724C41C0,464,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00190,EL SALVADOR,4373,3200,,,-34.591659,-58.423881,0101000020E6100000A9328CBB41364DC029B16B7BBB4B41C0,1353,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,LA PAMPA,2926,3200,,,-34.567728,-58.459098,0101000020E61000005AD427B9C33A4DC00283A44FAB4841C0,1745,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00495,SCALABRINI ORTIZ AV.,2446,3200,,,-34.585675,-58.416972,0101000020E610000082ACA7565F354DC0DB8AFD65F74A41C0,2400,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PASCO,54,3200,RDCLM22,MAÑANA,-34.610297,-58.397467,0101000020E61000009F1EDB32E0324DC068EC4B361E4E41C0,3578,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,FITZ ROY,2238,3200,,,-34.579947,-58.431583,0101000020E61000003A419B1C3E374DC0E7340BB43B4A41C0,1392,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,SANTA FE AV.,5398,3200,,,-34.575208,-58.435529,0101000020E6100000D4BA0D6ABF374DC0E4326E6AA04941C0,2345,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"CEVALLOS, Virrey",167,3200,RDCLN07,NOCHE,-34.610937,-58.389021,0101000020E6100000863AAC70CB314DC04B75012F334E41C0,4186,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,RIOBAMBA,574,3200,RDCLM19,MAÑANA,-34.602386,-58.394116,0101000020E6100000486AA16472324DC0BDC804FC1A4D41C0,3334,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,DEL LIBERTADOR AV.,5630,3200,,,-34.560331,-58.444938,0101000020E6100000B35F77BAF3384DC0ADF71BEDB84741C0,1248,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00431,SANTA FE AV.,3328,3200,,,-34.587922,-58.411935,0101000020E6100000F4893C49BA344DC0A94C3107414B41C0,2289,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00224,COSTA RICA,4368,3200,,,-34.590516,-58.423648,0101000020E6100000068200193A364DC0E3E13D07964B41C0,1169,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,AYACUCHO,1782,3200,RDCLM15,MAÑANA,-34.589289,-58.391123,0101000020E610000051DB865110324DC03F726BD26D4B41C0,2964,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"RAMOS MEJIA, JOSE MARIA, DR. AV.",1348,3200,RDCLM15,MAÑANA,-34.5918,-58.374562,0101000020E61000008429CAA5F12F4DC0EBE2361AC04B41C0,3040,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,CIUDAD DE LA PAZ,850,3200,,,-34.570897,-58.447176,0101000020E61000002EC72B103D394DC038312427134941C0,1075,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00848,GUEMES,4458,3200,,,-34.58244,-58.422543,0101000020E6100000AD1397E315364DC0EDF0D7648D4A41C0,1565,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,CABILDO AV.,1520,3200,,,-34.566837,-58.451171,0101000020E6100000AAF3A8F8BF394DC0D594641D8E4841C0,845,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01159,DUMONT SANTOS,2494,3200,,,-34.574398,-58.439412,0101000020E610000027BC04A73E384DC0A471A8DF854941C0,1323,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,LERMA,631,3200,,,-34.592856,-58.433181,0101000020E6100000D11F9A7972374DC0629E95B4E24B41C0,1852,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,URUGUAY,1174,3200,RDCLM13,MAÑANA,-34.595133,-58.387274,0101000020E6100000A94BC63192314DC09BE271512D4C41C0,2855,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00529,DORREGO AV.,1257,3200,,,-34.587263,-58.445511,0101000020E61000000F81238106394DC04F93196F2B4B41C0,1291,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PICHINCHA,84,3200,RDCLM22,MAÑANA,-34.61054,-58.399033,0101000020E61000002C836A8313334DC02E73BA2C264E41C0,3585,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CALLAO AV.,395,3200,RDCLN09,NOCHE,-34.604683,-58.392171,0101000020E610000045B8C9A832324DC03DB9A640664D41C0,4299,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,BELGRANO AV.,420,3200,RDCLN02,NOCHE,-34.612577,-58.372367,0101000020E6100000088ECBB8A92F4DC012A452EC684E41C0,3753,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,URUGUAY,618,3200,RDCLN10,NOCHE,-34.601512,-58.38681,0101000020E610000004E275FD82314DC066136058FE4C41C0,4415,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,ESMERALDA,1043,3200,RDCLN06,NOCHE,-34.596086,-58.3784,0101000020E6100000386744696F304DC03ECDC98B4C4C41C0,4080,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00600,ARAOZ,2821,3200,,,-34.583918,-58.412277,0101000020E61000004EF2237EC5344DC0DAC534D3BD4A41C0,76,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,RODRIGUEZ PEÐA,1454,3200,RDCLM13,MAÑANA,-34.592906,-58.391298,0101000020E6100000BF7E880D16324DC014CD0358E44B41C0,406,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PEÐA RODRIGUEZ,286,3200,RDCLN08,NOCHE,-34.605679,-58.390825,0101000020E6100000C7BAB88D06324DC0DF6FB4E3864D41C0,334,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"ALEM, LEANDRO N. AV.",674,3200,RDCLN01,NOCHE,-34.599835,-58.370891,0101000020E6100000BCB0355B792F4DC082FFAD64C74C41C0,3646,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,DEL LIBERTADOR AV.,5068,3200,,,-34.56326,-58.437798,0101000020E61000008A20CEC309384DC08E9257E7184841C0,1238,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,MIGUELETES,1046,3200,,,-34.564998,-58.43666,0101000020E610000056BC9179E4374DC01827BEDA514841C0,1960,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00387,SCALABRINI ORTIZ AV.,2518,3200,,,-34.584936,-58.415713,0101000020E6100000D2C2651536354DC06420CF2EDF4A41C0,2402,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01104,AMENABAR,371,3200,,,-34.574769,-58.442674,0101000020E61000000E65A88AA9384DC098E0D407924941C0,552,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CHACABUCO,245,3200,RDCLN02,NOCHE,-34.611001,-58.376272,0101000020E610000044334FAE29304DC06269E047354E41C0,3767,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,MORENO,321,3200,RDCLN02,NOCHE,-34.611213,-58.370856,0101000020E610000040C39B35782F4DC0EDF1423A3C4E41C0,219,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00675,REPUBLICA DE LA INDIA,3067,3200,,,-34.577479,-58.414199,0101000020E610000099840B7904354DC03A90F5D4EA4941C0,2235,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SARMIENTO,1229,3200,RDCLN08,NOCHE,-34.605096,-58.384092,0101000020E6100000DF5339ED29314DC0607825C9734D41C0,273,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"YRIGOYEN, HIPOLITO",2342,3200,RDCLM22,MAÑANA,-34.6109,-58.399739,0101000020E6100000C6F7C5A52A334DC02E90A0F8314E41C0,3617,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,"GARCIA, TEODORO",2373,3200,,,-34.569069,-58.44533,0101000020E6100000BEF6CC9200394DC06E15C440D74841C0,1461,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00904,BERUTI,4475,3200,,,-34.578361,-58.423128,0101000020E6100000CD02ED0E29364DC01424B6BB074A41C0,79,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,3 DE FEBRERO,1869,3200,,,-34.561489,-58.450187,0101000020E6100000CC0A45BA9F394DC029081EDFDE4741C0,450,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,BALCARCE,953,3200,RDCLN24,NOCHE,-34.618929,-58.370133,0101000020E6100000CF15A584602F4DC0E3C5C210394F41C0,4654,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,LIMA,371,3200,RDCLN07,NOCHE,-34.612729,-58.381836,0101000020E6100000BD378600E0304DC0C82764E76D4E41C0,4204,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00566,"JUSTO, JUAN, B. AV.",2260,3200,,,-34.592781,-58.441244,0101000020E610000032C7F2AE7A384DC05858703FE04B41C0,1711,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,25 DE MAYO,692,3200,RDCLN05,NOCHE,-34.599741,-58.371421,0101000020E610000018062CB98A2F4DC001892650C44C41C0,3969,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"LOPEZ, VICENTE",1671,3200,RDCLM14,MAÑANA,-34.59198,-58.389544,0101000020E6100000302DEA93DC314DC06BF12900C64B41C0,2898,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,RIVADAVIA AV.,865,3200,RDCLN03,NOCHE,-34.608239,-58.378742,0101000020E610000092CF2B9E7A304DC06C938AC6DA4D41C0,3874,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SANTA FE AV.,2427,3200,RDCLM17,MAÑANA,-34.594603,-58.401471,0101000020E61000006EA5D76663334DC03F8D7BF31B4C41C0,3175,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,INDEPENDENCIA AV.,542,3200,RDCLN11,NOCHE,-34.617286,-58.373702,0101000020E610000093399677D52F4DC0AB23473A034F41C0,4534,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01152,DORREGO AV.,2661,3200,,,-34.574288,-58.433511,0101000020E610000067BAD7497D374DC01D3EE944824941C0,1309,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,SOLER,5557,3200,,,-34.581191,-58.432106,0101000020E6100000E333D93F4F374DC061DD7877644A41C0,2490,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,BOUCHARD,432,3200,RDCLN01,NOCHE,-34.602522,-58.36914,0101000020E61000009ED2C1FA3F2F4DC06D8FDE701F4D41C0,3655,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PUEYRREDON AV.,337,3200,RDCLM20,MAÑANA,-34.606114,-58.405744,0101000020E61000002C465D6BEF334DC0E9D2BF24954D41C0,192,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"PERON, JUAN DOMINGO, TTE. GENERAL",591,3200,RDCLN04,NOCHE,-34.605672,-58.374779,0101000020E6100000211D1EC2F82F4DC02C0DFCA8864D41C0,3950,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PEÐA RODRIGUEZ,80,3200,RDCLN08,NOCHE,-34.608302,-58.390686,0101000020E6100000A680B4FF01324DC0B30B06D7DC4D41C0,338,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,ALBERTI,166,3200,RDCLM22,MAÑANA,-34.61172,-58.401548,0101000020E610000019E3C3EC65334DC0912749D74C4E41C0,3539,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,LERMA,525,3200,,,-34.593789,-58.432306,0101000020E6100000AAEE91CD55374DC0BEDC2747014C41C0,1851,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SARMIENTO,1145,3200,RDCLN08,NOCHE,-34.605028,-58.382894,0101000020E6100000D5EAABAB02314DC00795B88E714D41C0,271,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00748,DEL LIBERTADOR AV.,3132,3200,,,-34.576397,-58.412378,0101000020E610000081CB63CDC8344DC09A417C60C74941C0,1221,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,"VERTIZ, VIRREY AV. ",2000,3200,,,-34.559271,-58.449369,0101000020E6100000096B63EC84394DC0F54C2F31964741C0,2577,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CORDOBA AV.,2851,3200,RDCLN25,NOCHE,-34.597971,-58.407608,0101000020E610000043CBBA7F2C344DC06C7A50508A4C41C0,4777,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,VIAMONTE,2130,3200,RDCLM18,MAÑANA,-34.601075,-58.39761,0101000020E610000002486DE2E4324DC0BBB88D06F04C41C0,3256,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,URUGUAY,564,3200,RDCLN09,NOCHE,-34.601935,-58.386787,0101000020E61000004CC2853C82314DC0ACA8C1340C4D41C0,4363,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CORDOBA AV.,1650,3200,RDCLM12,MAÑANA,-34.599576,-58.390485,0101000020E61000000E4A9869FB314DC0B6BB07E8BE4C41C0,2707,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"MITRE, BARTOLOME",1864,3200,RDCLM21,MAÑANA,-34.60807,-58.392974,0101000020E6100000D316D7F84C324DC0E0D6DD3CD54D41C0,3461,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
