zona,id_cont,calle,altura,capacidad,ruta,turno,lat,long,the_geom,cartodb_id,created_at,updated_at
1,S/N,PARERA,187,3200,RDCLM14,MAÑANA,-34.59066,-58.385083,0101000020E61000006F9F55664A314DC0168733BF9A4B41C0,2914,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00145,MEDRANO,1348,3200,,,-34.593526,-58.419528,0101000020E6100000CEE0EF17B3354DC0B0A9F3A8F84B41C0,1940,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,LIBERTAD,1223,3200,RDCLM13,MAÑANA,-34.594086,-58.384383,0101000020E6100000B6114F7633314DC0778192020B4C41C0,128,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,ESMERALDA,521,3200,RDCLN05,NOCHE,-34.602201,-58.378092,0101000020E61000008B70935165304DC02B4F20EC144D41C0,3992,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SALTA,268,3200,RDCLN07,NOCHE,-34.611665,-58.383294,0101000020E610000063601DC70F314DC0CE8DE9094B4E41C0,4215,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00690,SCALABRINI ORTIZ AV.,3090,3200,,,-34.581045,-58.410579,0101000020E610000052B648DA8D344DC08E40BCAE5F4A41C0,2411,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,"SUCRE, ANTONIO JOSE DE, MCAL.",2025,3200,,,-34.561851,-58.451554,0101000020E610000062307F85CC394DC0C91CCBBBEA4741C0,2504,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"SAENZ PEÐA, LUIS, PRES.",364,3200,RDCLN07,NOCHE,-34.613119,-58.387473,0101000020E6100000A08A1BB798314DC032C7F2AE7A4E41C0,353,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,MOLDES,2234,3200,,,-34.562385,-58.460619,0101000020E610000047753A90F53A4DC067614F3BFC4741C0,1990,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,JURAMENTO,1633,3200,,,-34.557579,-58.449269,0101000020E6100000A60D87A581394DC0DBF7A8BF5E4741C0,1663,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,LAPRIDA,938,3200,RDCLN25,NOCHE,-34.597534,-58.409222,0101000020E6100000E066F16261344DC0C11F7EFE7B4C41C0,4803,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,VIDAL,2333,3200,,,-34.561956,-58.462225,0101000020E6100000613255302A3B4DC03FE5982CEE4741C0,2591,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00478,SANTA FE AV.,5067,3200,,,-34.576628,-58.431072,0101000020E6100000541C075E2D374DC09CFA40F2CE4941C0,2336,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"PERON, JUAN DOMINGO, TTE. GENERAL",321,3200,RDCLN04,NOCHE,-34.605387,-58.371173,0101000020E61000004014CC98822F4DC037363B527D4D41C0,3944,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01111,"ARENAL, CONCEPCION",2387,3200,,,-34.573836,-58.436906,0101000020E61000008DB62A89EC374DC03CA24275734941C0,646,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00427,LAS HERAS AV.,4077,3200,,,-34.581516,-58.416052,0101000020E6100000BBB7223141354DC0E50CC51D6F4A41C0,1824,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00581,"LACROZE, FEDERICO AV.",3253,3200,,,-34.578434,-58.449799,0101000020E610000002637D0393394DC07E7214200A4A41C0,1781,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00259,PARAGUAY,4024,3200,,,-34.58827,-58.419651,0101000020E6100000EA5DBC1FB7354DC0E59B6D6E4C4B41C0,2149,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,"RAVIGNANI, EMILIO, DR.",2231,3200,,,-34.577684,-58.434647,0101000020E6100000FA264D83A2374DC013B69F8CF14941C0,2208,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,BAEZ,750,3200,,,-34.569355,-58.435773,0101000020E61000006ABDDF68C7374DC03468E89FE04841C0,725,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,LIBERTAD,1293,3200,RDCLM13,MAÑANA,-34.592988,-58.384414,0101000020E6100000F10F5B7A34314DC0D175E107E74B41C0,129,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PUEYRREDON AV.,392,3200,RDCLM20,MAÑANA,-34.605743,-58.405858,0101000020E6100000F568AA27F3334DC0F56393FC884D41C0,195,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"YRIGOYEN, HIPOLITO",2746,3200,RDCLM22,MAÑANA,-34.611254,-58.405116,0101000020E61000000D8B51D7DA334DC04CC631923D4E41C0,3623,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,HUMBOLDT,2271,3200,,,-34.5805,-58.430289,0101000020E61000000E6ABFB513374DC0FCA9F1D24D4A41C0,1636,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,CORDOBA AV.,3751,3200,,,-34.59769,-58.419495,0101000020E6100000F2EA1C03B2354DC0B8921D1B814C41C0,1106,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,O' HIGGINS,2176,3200,,,-34.559123,-58.453639,0101000020E61000005798BED7103A4DC080B8AB57914741C0,2064,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SUIPACHA,108,3200,RDCLN03,NOCHE,-34.606998,-58.379322,0101000020E6100000A053909F8D304DC0635E471CB24D41C0,3880,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,ARRIBEÑOS,2217,3200,,,-34.556931,-58.450995,0101000020E61000006BD44334BA394DC07590D783494741C0,707,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,MEXICO,782,3200,RDCLN23,NOCHE,-34.615088,-58.377181,0101000020E610000017D68D7747304DC0BE141E34BB4E41C0,4621,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,"CARRANZA, ANGEL JUSTINIANO",2208,3200,,,-34.578574,-58.433897,0101000020E6100000906AD8EF89374DC070287CB60E4A41C0,971,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00073,SCALABRINI ORTIZ AV.,538,3200,,,-34.598177,-58.436288,0101000020E610000091D10149D8374DC0151C5E10914C41C0,2356,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,GURRUCHAGA,1278,3200,,,-34.591645,-58.4329,0101000020E61000001D38674469374DC0C4EBFA05BB4B41C0,1572,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,"CABRERA, JOSE A.",5045,3200,,,-34.589717,-58.432498,0101000020E6100000EFCA2E185C374DC09772BED87B4B41C0,930,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,CABILDO AV.,4420,3200,,,-34.543554,-58.472458,0101000020E6100000E65DF580793C4DC014CE6E2D934541C0,903,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,ECHEVERRIA,1906,3200,,,-34.560355,-58.451358,0101000020E6100000DC645419C6394DC036936FB6B94741C0,1332,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,TALCAHUANO,1222,3200,RDCLM13,MAÑANA,-34.594206,-58.385925,0101000020E6100000BADA8AFD65314DC0228B34F10E4C41C0,2850,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,MOLDES,831,3200,,,-34.571705,-58.449008,0101000020E610000039D2191879394DC0D7FA22A12D4941C0,1972,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,CABILDO AV.,2040,3200,,,-34.562677,-58.456303,0101000020E61000008908FF22683A4DC00F9BC8CC054841C0,855,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,CORRIENTES AV.,4880,3200,,,-34.601316,-58.434727,0101000020E610000017D86322A5374DC0E04735ECF74C41C0,1138,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,AMENABAR,1729,3200,,,-34.566529,-58.455583,0101000020E610000089CE328B503A4DC0289EB305844841C0,571,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,INDEPENDENCIA AV.,734,3200,RDCLN11,NOCHE,-34.61747,-58.376365,0101000020E6100000F52D73BA2C304DC06C21C841094F41C0,4537,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,VIAMONTE,2466,3200,RDCLM18,MAÑANA,-34.601128,-58.401875,0101000020E61000003D0AD7A370334DC0DE5A26C3F14C41C0,3263,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CALLAO AV.,545,3200,RDCLN09,NOCHE,-34.602661,-58.392376,0101000020E61000001EDE736039324DC08EC9E2FE234D41C0,4303,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00428,LAS HERAS AV.,4155,3200,,,-34.581472,-58.416746,0101000020E6100000925ED4EE57354DC015C5ABAC6D4A41C0,1825,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"ALSINA, ADOLFO",876,3200,RDCLN02,NOCHE,-34.610645,-58.378809,0101000020E6100000193735D07C304DC0A33B889D294E41C0,3741,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CORRIENTES AV.,590,3200,RDCLN04,NOCHE,-34.603385,-58.374998,0101000020E61000005F0839EFFF2F4DC0D0F23CB83B4D41C0,3908,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,BELGRANO AV.,1229,3200,RDCLN11,NOCHE,-34.61318,-58.383643,0101000020E61000006F2BBD361B314DC0D847A7AE7C4E41C0,4443,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00254,PARAGUAY,3724,3200,,,-34.59097,-58.416248,0101000020E610000041834D9D47354DC06475ABE7A44B41C0,2144,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,AZCUENAGA,1999,3200,RDCLM15,MAÑANA,-34.586826,-58.394419,0101000020E6100000E4F560527C324DC0A438471D1D4B41C0,2973,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PARANA,287,3200,RDCLN08,NOCHE,-34.605688,-58.387834,0101000020E61000007023658BA4314DC032CA332F874D41C0,4273,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,TALCAHUANO,214,3200,RDCLN08,NOCHE,-34.606168,-58.385055,0101000020E6100000A514747B49314DC0DCF0BBE9964D41C0,4289,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,INDEPENDENCIA AV.,860,3200,RDCLN11,NOCHE,-34.6176,-58.378278,0101000020E6100000ED65DB696B304DC03B014D840D4F41C0,4539,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,ELCANO AV.,3346,3200,,,-34.575049,-58.459773,0101000020E6100000BA4A77D7D93A4DC07B4CA4349B4941C0,1368,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,MONTAÑESES,1890,3200,,,-34.559455,-58.447166,0101000020E61000000BF148BC3C394DC0B64AB0389C4741C0,2008,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,TUCUMAN,2067,3200,RDCLM19,MAÑANA,-34.602139,-58.396487,0101000020E610000003250516C0324DC0B55208E4124D41C0,3343,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,MANSILLA,2540,3200,RDCLN25,NOCHE,-34.596372,-58.403673,0101000020E61000009CA38E8EAB334DC00420EEEA554C41C0,4812,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,ARCOS,1325,3200,,,-34.567001,-58.447236,0101000020E610000003CC7C073F394DC04FE61F7D934841C0,622,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,ARENALES,1229,3200,RDCLM12,MAÑANA,-34.594415,-58.384645,0101000020E6100000F3C81F0C3C314DC03CA06CCA154C41C0,2670,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,MOLDES,747,3200,,,-34.572138,-58.448069,0101000020E6100000FBAC32535A394DC0416667D13B4941C0,1971,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,MAIPU,974,3200,RDCLN06,NOCHE,-34.596635,-58.376984,0101000020E6100000C18EFF0241304DC0115322895E4C41C0,4099,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,BALCARCE,795,3200,RDCLN23,NOCHE,-34.616964,-58.370002,0101000020E610000030BABC395C2F4DC0996725ADF84E41C0,4565,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"URIBURU JOSE E., Pres.",1269,3200,RDCLM16,MAÑANA,-34.593352,-58.397621,0101000020E6100000F699B33EE5324DC0138255F5F24B41C0,3097,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,GURRUCHAGA,2458,3200,,,-34.582762,-58.420624,0101000020E6100000D3F4D901D7354DC000ADF9F1974A41C0,1590,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,"VERTIZ, VIRREY AV. ",1782,3200,,,-34.560552,-58.446578,0101000020E61000007A8EC87729394DC08CDAFD2AC04741C0,2576,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SARMIENTO,2135,3200,RDCLM20,MAÑANA,-34.605942,-58.397133,0101000020E6100000C8940F41D5324DC0ECA2E8818F4D41C0,204,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,CIUDAD DE LA PAZ,2348,3200,,,-34.560252,-58.45976,0101000020E610000026016A6AD93A4DC061C26856B64741C0,1099,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CORDOBA AV.,774,3200,RDCLN11,NOCHE,-34.598976,-58.378054,0101000020E61000009D0FCF1264304DC0618BDD3EAB4C41C0,4458,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"SAENZ PEÐA, ROQUE, PRES. AV.",978,3200,RDCLN04,NOCHE,-34.604398,-58.380457,0101000020E61000006344A2D0B2304DC048E2E5E95C4D41C0,356,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,URUGUAY,1136,3200,RDCLM13,MAÑANA,-34.595326,-58.387251,0101000020E6100000F12BD67091314DC0B03A72A4334C41C0,2854,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SANTA FE AV.,2080,3200,RDCLM17,MAÑANA,-34.595705,-58.39692,0101000020E61000006D904946CE324DC02788BA0F404C41C0,3163,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,BALCARCE,295,3200,RDCLN02,NOCHE,-34.611086,-58.370639,0101000020E6100000A2CF4719712F4DC09085E810384E41C0,3746,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01071,HUERGO,131,3200,,,-34.573907,-58.429989,0101000020E6100000E3512AE109374DC005F9D9C8754941C0,95,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00186,MASON,4456,3200,,,-34.594538,-58.427893,0101000020E6100000FA97A432C5364DC0581D39D2194C41C0,1908,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,"HERNANDEZ, JOSE",1955,3200,,,-34.563324,-58.449314,0101000020E610000046D1031F83394DC0A58636001B4841C0,1603,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"ALSINA, ADOLFO",2648,3200,RDCLM22,MAÑANA,-34.612355,-58.403794,0101000020E610000017299485AF334DC063450DA6614E41C0,3554,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"URIBURU JOSE E., Pres.",339,3200,RDCLM20,MAÑANA,-34.605473,-58.398027,0101000020E610000066F6798CF2324DC036CEA623804D41C0,3444,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CORDOBA AV.,621,3200,RDCLN05,NOCHE,-34.598636,-58.375601,0101000020E610000026AC8DB113304DC0A81ABD1AA04C41C0,3981,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,ARCOS,1445,3200,,,-34.56637,-58.448218,0101000020E610000040BD19355F394DC0BFB7E9CF7E4841C0,623,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01096,"SEGUI, JUAN FRANCISCO",4636,3200,,,-34.573477,-58.421726,0101000020E6100000BBEF181EFB354DC00C01C0B1674941C0,2432,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,BLANCO ENCALADA,2488,3200,,,-34.559736,-58.459882,0101000020E61000007102D369DD3A4DC06A32E36DA54741C0,751,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,CABILDO AV.,834,3200,,,-34.569859,-58.445339,0101000020E610000011514CDE00394DC0672AC423F14841C0,828,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,VIAMONTE,1786,3200,RDCLN10,NOCHE,-34.600829,-58.392418,0101000020E61000004D2EC6C03A324DC083BEF4F6E74C41C0,4430,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,3 DE FEBRERO,2147,3200,,,-34.558866,-58.452412,0101000020E6100000B328ECA2E8394DC0556CCCEB884741C0,454,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,JEAN JUARES,1036,3200,RDCLN25,NOCHE,-34.597471,-58.406632,0101000020E6100000E8C072840C344DC07AA702EE794C41C0,4798,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CORRIENTES AV.,1316,3200,RDCLN09,NOCHE,-34.604007,-58.385374,0101000020E6100000465D6BEF53314DC00DC7F319504D41C0,4317,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00881,NICARAGUA,4750,3200,,,-34.587049,-58.426717,0101000020E6100000D8D2A3A99E364DC02313F06B244B41C0,2036,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,ARENALES,1491,3200,RDCLM12,MAÑANA,-34.59463,-58.388277,0101000020E6100000FE648C0FB3314DC0399CF9D51C4C41C0,2675,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SUIPACHA,1319,3200,RDCLN06,NOCHE,-34.592452,-58.380055,0101000020E610000034D769A4A5304DC093399677D54B41C0,4167,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,INDEPENDENCIA AV.,531,3200,RDCLN23,NOCHE,-34.617186,-58.373498,0101000020E61000008A8F4FC8CE2F4DC047C66AF3FF4E41C0,4597,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,CORDOBA AV.,6057,3200,,,-34.584039,-58.445656,0101000020E610000012A27C410B394DC0554B3ACAC14A41C0,1133,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,VUELTA DE OBLIGADO,1529,3200,,,-34.566037,-58.450534,0101000020E610000037DE1D19AB394DC0B9A981E6734841C0,2622,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"ALEM, LEANDRO N. AV.",1134,3200,RDCLM15,MAÑANA,-34.594174,-58.373273,0101000020E61000006ABDDF68C72F4DC01711C5E40D4C41C0,2957,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,RIOBAMBA,144,3200,RDCLM21,MAÑANA,-34.607608,-58.39355,0101000020E61000009FABADD85F324DC0DC645419C64D41C0,3513,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,BASAVILBASO,1320,3200,RDCLN06,NOCHE,-34.59268,-58.377056,0101000020E61000005B61FA5E43304DC0247F30F0DC4B41C0,4068,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,DE MAYO AV.,648,3200,RDCLN11,NOCHE,-34.608725,-58.375595,0101000020E610000043C5387F13304DC0F9A067B3EA4D41C0,4498,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 00776,"SALGUERO, JERONIMO",2727,3200,,,-34.579805,-58.407852,0101000020E6100000D9CD8C7E34344DC05587DC0C374A41C0,2275,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PARAGUAY,1148,3200,RDCLN10,NOCHE,-34.598067,-58.383441,0101000020E610000007793D9814314DC08EE89E758D4C41C0,4394,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,"HERNANDEZ, JOSE",2523,3200,,,-34.566391,-58.454862,0101000020E6100000B91803EB383A4DC0D7DF12807F4841C0,1612,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"PELLEGRINI, CARLOS",1015,3200,RDCLN06,NOCHE,-34.596472,-58.381345,0101000020E61000001FBFB7E9CF304DC0677DCA31594C41C0,4120,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"QUINTANA, MANUEL PRES.",591,3200,RDCLM14,MAÑANA,-34.587716,-58.390646,0101000020E6100000172829B000324DC000AB23473A4B41C0,2934,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,LAVALLE,2531,3200,RDCLM19,MAÑANA,-34.60338,-58.402641,0101000020E6100000AE8383BD89334DC0BE874B8E3B4D41C0,3313,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01013,AREVALO,2849,3200,,,-34.572486,-58.431552,0101000020E6100000FF428F183D374DC07CB5A338474941C0,669,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,ARMENIA,1565,3200,,,-34.590312,-58.42852,0101000020E610000049D74CBED9364DC0DA37F7578F4B41C0,675,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CERRITO,1146,3200,RDCLM13,MAÑANA,-34.595027,-58.382799,0101000020E610000083F8C08EFF304DC0569E40D8294C41C0,2803,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,ARENALES,872,3200,RDCLN06,NOCHE,-34.594144,-58.379396,0101000020E6100000DA1D520C90304DC0AC8E1CE90C4C41C0,4065,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01190,"SAVIO, MANUEL N., GRAL.",253,3200,,,-34.572444,-58.438004,0101000020E610000033C2DB8310384DC04D6551D8454941C0,2348,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,SOLER,6073,3200,,,-34.577037,-58.437347,0101000020E61000007A008BFCFA374DC07DCA3159DC4941C0,2496,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,URUGUAY,768,3200,RDCLN10,NOCHE,-34.599688,-58.386854,0101000020E6100000D4298F6E84314DC0DEE68D93C24C41C0,4418,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CALLAO AV.,1540,3200,RDCLM12,MAÑANA,-34.591459,-58.391697,0101000020E61000007D78962023324DC062F6B2EDB44B41C0,2690,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,ENTRE RIOS AV.,121,3200,RDCLN11,NOCHE,-34.610541,-58.391963,0101000020E6100000FB1EF5D72B324DC0FEEE1D35264E41C0,4515,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,L2 01164,"LACROZE, FEDERICO AV.",2437,3200,,,-34.570566,-58.445332,0101000020E61000005FEE93A300394DC0D21A834E084941C0,1765,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,MENDOZA,2736,3200,,,-34.562953,-58.460594,0101000020E6100000EE5D83BEF43A4DC0B1170AD80E4841C0,117,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,ARRIBEÑOS,2315,3200,,,-34.556028,-58.451771,0101000020E6100000FF23D3A1D3394DC084D4EDEC2B4741C0,709,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,SANTA FE AV.,1463,3200,RDCLM13,MAÑANA,-34.595669,-58.387972,0101000020E6100000C1E10511A9314DC0DA1EBDE13E4C41C0,2833,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,LAS HERAS GENERAL AV.,1842,3200,RDCLM15,MAÑANA,-34.591475,-58.392399,0101000020E6100000D6FD63213A324DC068B3EA73B54B41C0,2998,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,"PELLEGRINI, CARLOS",385,3200,RDCLN04,NOCHE,-34.603876,-58.380912,0101000020E6100000B55373B9C1304DC06E6B0BCF4B4D41C0,3939,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CORDOBA AV.,540,3200,RDCLN11,NOCHE,-34.598654,-58.374657,0101000020E6100000D61BB5C2F42F4DC04FCFBBB1A04C41C0,4456,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,PARAGUAY,670,3200,RDCLN06,NOCHE,-34.597602,-58.376646,0101000020E6100000A915A6EF35304DC01903EB387E4C41C0,4107,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,ARRIBEÑOS,2273,3200,,,-34.556505,-58.451363,0101000020E6100000EECF4543C6394DC0BE874B8E3B4741C0,708,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,LA PAMPA,2430,3200,,,-34.56519,-58.454697,0101000020E61000006F4BE482333A4DC05C035B25584841C0,1737,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,LAVALLE,2173,3200,RDCLM19,MAÑANA,-34.603258,-58.397907,0101000020E6100000BBECD79DEE324DC07286E28E374D41C0,3305,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,AYACUCHO,427,3200,RDCLM19,MAÑANA,-34.604114,-58.395289,0101000020E6100000F9BB77D498324DC02387889B534D41C0,3268,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
2,S/N,PARAGUAY,5628,3200,,,-34.576048,-58.435367,0101000020E6100000FA60191BBA374DC08E76DCF0BB4941C0,2173,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
1,S/N,CORRIENTES AV.,66,3200,RDCLN01,NOCHE,-34.602962,-58.368815,0101000020E61000001AA37554352F4DC0895DDBDB2D4D41C0,3662,2014-05-15 20:08:00.314202+00,2014-05-17 14:19:23.812505+00
