etapa,calle,nro,id,direccion_normalizada,x,y,lat,long,the_geom,cartodb_id,created_at,updated_at
Etapa 2 Palermo (MTE),Beruti,3659,523,BERUTI 3659,104618.152106,104921.954756,-34.584891,-58.412966,0101000020E6100000122EE411DC344DC0C45C52B5DD4A41C0,236,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Recorridos Zona 1 (MTE),El Salvador,5737,447,EL SALVADOR 5737,102431.726039,105228.23918,-34.582138,-58.436797,0101000020E6100000D6FECEF6E8374DC022E17B7F834A41C0,208,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,11 de Septiembre,F. Lacroze,,"11 DE SEPTIEMBRE DE 1888 y LACROZE, FEDERICO AV.",101864.5703125,106796.90625,-34.567998,-58.442982,0101000020E6100000BC5B59A2B3384DC0C2189128B44841C0,323,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),French,2722,,FRENCH 2722,105597.709232,104451.813576,-34.589124,-58.402287,0101000020E6100000904DF2237E334DC0F4A44C6A684B41C0,651,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Ecuador,1550,,ECUADOR 1550,105535.099926,104074.961611,-34.592522,-58.402967,0101000020E6100000012F336C94334DC08C14CAC2D74B41C0,678,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Cabrera,3338,,"CABRERA, JOSE A. 3338",104563.159386,103595.253886,-34.596851,-58.413559,0101000020E6100000B5FB5580EF344DC0DECA129D654C41C0,741,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,11 de Septiembre,Aguilar,,11 DE SEPTIEMBRE DE 1888 y AGUILAR,101704.5078125,106988.7109375,-34.56627,-58.444727,0101000020E6100000F85278D0EC384DC05C5A0D897B4841C0,322,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Recorridos Zona 1 (MTE),Gorriti,5674,418,GORRITI 5674,102327.327745,104973.9194,-34.58443,-58.437934,0101000020E61000003AE7A7380E384DC090662C9ACE4A41C0,211,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),J.M. Gutierrez,Lafinur,564,"GUTIERREZ, JUAN MARIA y LAFINUR",104480.140625,105404.1640625,-34.580545,-58.414473,0101000020E61000009A0986730D354DC09C6D6E4C4F4A41C0,294,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,L.M. Campos,747,,"CAMPOS, LUIS M. AV. 747",102499.002149,106601.722286,-34.569757,-58.436068,0101000020E6100000836A8313D1374DC063D520CCED4841C0,368,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Pueyrredon,2158,,PUEYRREDON AV. 2158,106015.299548,104621.515532,-34.587592,-58.397736,0101000020E61000008F386403E9324DC014B2F336364B41C0,83,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Micro recorridos 1 Alt.(MTE),Humboldt,2211,516,HUMBOLDT 2211,102986.168193,105364.689491,-34.580906,-58.430755,0101000020E610000053CBD6FA22374DC06C06B8205B4A41C0,174,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),Rep. Arabe Siria,2985,554,REPUBLICA ARABE SIRIA 2985,104555.025345,105354.172003,-34.580995,-58.413657,0101000020E610000078616BB6F2344DC0DC114E0B5E4A41C0,304,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,Gorostiaga,2355,,GOROSTIAGA 2355,101891.768721,106508.202921,-34.570601,-58.442685,0101000020E610000002B7EEE6A9384DC04F081D74094941C0,361,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),Beruti,4557,403,BERUTI 4557,103616.967436,105697.233193,-34.577907,-58.423882,0101000020E610000079AEEFC341364DC0939048DBF84941C0,77,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),Segui,3500,604,"SEGUI, JUAN FRANCISCO 3501",105094.308131,105522.747899,-34.579473,-58.40778,0101000020E610000040FB912232344DC01FF5D72B2C4A41C0,125,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Recorridos Zona 1 (MTE),Arevalo,1516 aprox,528,AREVALO 1516,101941.975405,105201.561371,-34.582379,-58.442135,0101000020E61000005FB532E197384DC0487023658B4A41C0,140,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 4 Microrecorridos (Ceibo),GURRUCHAGA,1670,,GURRUCHAGA 1670,103177.327786,104476.071952,-34.588916,-58.428668,0101000020E6100000BE6BD097DE364DC0AA0B7899614B41C0,451,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 4 Microrecorridos (Ceibo),URIARTE,1689,,URIARTE 1689,102945.591683,104698.728603,-34.586909,-58.431195,0101000020E61000007099D36531374DC0315D88D51F4B41C0,474,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Larrea,1393,,LARREA 1393,105870.249433,104236.126151,-34.591067,-58.399315,0101000020E6100000B0E600C11C334DC0575F5D15A84B41C0,687,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,T. García,1990,,"GARCIA, TEODORO 1990",101939.599122,107050.937971,-34.565708,-58.442165,0101000020E6100000CA37DBDC98384DC0F48AA71E694841C0,407,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Micro recorridos 1(MTE),Fitz Roy,2483,405,FITZ ROY 2483,103150.009821,105707.986042,-34.577811,-58.428971,0101000020E610000059F78F85E8364DC07022FAB5F54941C0,153,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Recorridos Zona 1 (MTE),Carranza,1378,499,"CARRANZA, ANGEL JUSTINIANO 1378",101976.52214,104861.587601,-34.585444,-58.441758,0101000020E6100000895FB1868B384DC0D9D138D4EF4A41C0,200,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),Seguí,3752,483,"SEGUI, JUAN FRANCISCO 3752",104782.650517,105661.961093,-34.57822,-58.411178,0101000020E6100000D76A0F7BA1344DC052F2EA1C034A41C0,257,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Sanchez de Bustamante,1938,,SANCHEZ DE BUSTAMANTE 1938,105083.652182,104450.695938,-34.589137,-58.40789,0101000020E6100000C72E51BD35344DC089EE59D7684B41C0,631,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Micro recorridos 1 Alt.(MTE),Paraguay,5628,473,PARAGUAY 5628,102563.097365,105903.747179,-34.576048,-58.435367,0101000020E6100000FA60191BBA374DC08E76DCF0BB4941C0,182,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,F. Lacroze,1935,,"LACROZE, FEDERICO AV. 1935",102066.753266,107058.675129,-34.565638,-58.440779,0101000020E6100000BDE13E726B384DC0FBAF73D3664841C0,355,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Las Heras,2560,,LAS HERAS GENERAL AV. 2560,105850.242951,104853.381021,-34.585503,-58.399537,0101000020E61000005F45460724334DC0DE5A26C3F14A41C0,590,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Virrey loreto,3318,,"LORETO, Virrey 3318",100636.401795,105945.249811,-34.575677,-58.456365,0101000020E6100000FF04172B6A3A4DC09A07B0C8AF4941C0,579,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Recorridos Zona 1 (MTE),Niceto Vega,Arevalo,477,"VEGA, NICETO, Cnel. AV. y AREVALO",101806.7265625,105050.34375,-34.583743,-58.443609,0101000020E61000000B9B012EC8384DC06C223317B84A41C0,222,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),Bulnes,2766,598,BULNES 2766,105271.580603,105435.88972,-34.580255,-58.405848,0101000020E6100000D192C7D3F2334DC0952BBCCB454A41C0,277,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Billinghurst,1575,,BILLINGHURST 1575,104729.263773,104080.293303,-34.592477,-58.411751,0101000020E6100000338CBB41B4344DC0EC504D49D64B41C0,729,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,Aguilar,2060 aprox,,AGUILAR 2060,101671.412773,106936.261663,-34.566743,-58.445087,0101000020E6100000F86F5E9CF8384DC0541EDD088B4841C0,123,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),Araoz,2741,566,ARAOZ 2741,104613.311905,104971.503502,-34.584444,-58.413019,0101000020E610000035D07CCEDD344DC0F52B9D0FCF4A41C0,261,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),Bulnes,2280,464,BULNES 2280,104879.733665,104826.398247,-34.585751,-58.410115,0101000020E6100000AD4CF8A57E344DC0B64C86E3F94A41C0,275,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Billinghurst,2073,,BILLINGHURST 2073,105107.228717,104630.669785,-34.587514,-58.407634,0101000020E61000006C5ED5592D344DC098F8A3A8334B41C0,613,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),Oro,2596,585,FRAY JUSTO SANTAMARIA DE ORO 2596,103646.003872,105650.585436,-34.578327,-58.423565,0101000020E6100000795DBF6037364DC068B27F9E064A41C0,92,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 5 (Oeste),Rivadavia,6039,,RIVADAVIA AV. 6039,101186.827156,100573.981513,-34.624094,-58.450359,0101000020E6100000C93A1C5DA5394DC09ED0EB4FE24F41C0,528,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,Cespedes,2237,,CESPEDES 2237,101479.662301,106879.97678,-34.56725,-58.447176,0101000020E61000002EC72B103D394DC0F853E3A59B4841C0,348,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Zabala,3254,,ZABALA 3254,100744.384964,105924.050673,-34.575868,-58.455188,0101000020E61000000DC4B299433A4DC00E68E90AB64941C0,583,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,Libertador,5190,,DEL LIBERTADOR AV. 5190,102175.480198,107354.104646,-34.562975,-58.439595,0101000020E6100000183E22A644384DC099BB96900F4841C0,371,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Laprida,1823,,LAPRIDA 1823,105667.425558,104458.397765,-34.589064,-58.401527,0101000020E610000002BB9A3C65334DC01FA0FB72664B41C0,650,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,Arcos,1180,,ARCOS 1180,101588.181203,106794.809536,-34.568018,-58.445994,0101000020E61000002A1BD65416394DC009C556D0B44841C0,332,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Palpa,3024,,PALPA 3024,101166.62866,105974.97155,-34.575409,-58.450586,0101000020E61000008A0453CDAC394DC07B698A00A74941C0,568,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Soler,3550,,SOLER 3550,104520.184911,103866.79082,-34.594403,-58.414028,0101000020E61000006CD097DEFE344DC078D2C265154C41C0,726,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 4 Microrecorridos (Ceibo),THAMES,1776,,THAMES 1776,103095.111104,104692.895855,-34.586962,-58.429565,0101000020E6100000CC4065FCFB364DC054FF2092214B41C0,468,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,Arevalo,2740,,AREVALO 2740,102841.767603,106208.082378,-34.573304,-58.432332,0101000020E6100000D481ACA756374DC03F558506624941C0,333,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Elcano,2952,,ELCANO AV. 2952,100495.214136,106540.375341,-34.570312,-58.457904,0101000020E6100000925A28999C3A4DC01842CEFBFF4841C0,544,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Virrey loreto,2842,,"LORETO, Virrey 2842",100915.776485,106376.945878,-34.571785,-58.45332,0101000020E6100000B54FC763063A4DC0F3AB3940304941C0,575,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Güemes,3260,,GUEMES 3260,104803.587225,104291.612863,-34.590572,-58.410942,0101000020E6100000C34659BF99344DC077F700DD974B41C0,730,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Soler,3340,,SOLER 3340,104707.369984,103683.060052,-34.596058,-58.411987,0101000020E610000047B071FDBB344DC07442E8A04B4C41C0,754,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Ecuador,1650,,ECUADOR 1650,105561.344708,104174.429021,-34.591625,-58.402681,0101000020E61000003CDC0E0D8B334DC07D3F355EBA4B41C0,677,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 5 (Oeste),Yerbal,rojas,,YERBAL y ROJAS,102020.473148123,101142.258653861,-34.61897,-58.44127,0101000020E61000005C5A0D897B384DC0419AB1683A4F41C0,484,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Juncal,2552,,JUNCAL 2552,105536.594774,104282.106717,-34.590654,-58.402952,0101000020E6100000CCED5EEE93334DC034A0DE8C9A4B41C0,666,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Recorridos Zona 1 (MTE),Av. Cordoba,5333,539,CORDOBA AV. 5333,102382.176407,104427.273317,-34.589358,-58.437335,0101000020E6100000B532E197FA374DC067D13B15704B41C0,189,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),J. Salguero,2391,422,"SALGUERO, JERONIMO 2391",104833.199346,105004.822447,-34.584143,-58.410623,0101000020E610000022FE614B8F344DC0FA97A432C54A41C0,290,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Palpa,3254,,PALPA 3254,101062.688398,105740.352018,-34.577524,-58.451719,0101000020E6100000ACFD9DEDD1394DC0DA53724EEC4941C0,569,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),French,2336,,FRENCH 2336,105936.487958,104211.771819,-34.591286,-58.398593,0101000020E61000000FB56D1805334DC0944A7842AF4B41C0,712,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,S. de la Independencia,1315,,SOLDADO DE LA INDEPENDENCIA 1315,102069.483443,107268.663177,-34.563746,-58.44075,0101000020E610000023DBF97E6A384DC01BA034D4284841C0,404,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 5 (Oeste),Acoyte,282,,ACOYTE AV. 282,102339.693406,101595.449647,-34.614885,-58.43779,0101000020E61000000742B28009384DC086E63A8DB44E41C0,507,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Las Heras,2690,,LAS HERAS GENERAL AV. 2690,105740.607696,104972.999115,-34.584425,-58.400733,0101000020E6100000C8B60C384B334DC07FFB3A70CE4A41C0,596,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Las Heras,2842,,LAS HERAS GENERAL AV. 2842,105579.119202,105109.903129,-34.583192,-58.402494,0101000020E6100000096B63EC84334DC0F8A41309A64A41C0,619,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),Av.Cerviño,3707,420,CERVIÑO AV. 3707,104768.272509,105533.543399,-34.579377,-58.411334,0101000020E6100000CEDDAE97A6344DC0FD868906294A41C0,233,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Elcano,3542,,ELCANO AV. 3542,100310.784521,105734.780082,-34.577574,-58.459913,0101000020E6100000AC00DF6DDE3A4DC08C82E0F1ED4941C0,547,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Santa Fe,2533,,SANTA FE AV. 2533,105550.721086,103884.933789,-34.594234,-58.402795,0101000020E610000004FF5BC98E334DC0EC1516DC0F4C41C0,682,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,T. Garcia,2031 aprox,,"GARCIA, TEODORO 2031",101899.787871,107014.62229,-34.566036,-58.442599,0101000020E6100000041F8315A7384DC0E82D1EDE734841C0,111,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Recorridos Zona 1 (MTE),Dorrego,Gorriti,410,DORREGO y GORRITI,101907.515625,105361.359375,-34.580939,-58.442511,0101000020E6100000658F5033A4384DC048FC8A355C4A41C0,206,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 5 (Oeste),Lora Felix,91,,"LORA, FELIX 91",101779.403079,100998.248274,-34.620269,-58.443898,0101000020E6100000416150A6D1384DC07FDC7EF9644F41C0,485,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Maure,3241,,MAURE 3241,101387.787792,105562.461595,-34.579127,-58.448175,0101000020E610000041F163CC5D394DC0849D62D5204A41C0,562,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Virrey loreto,3139,,"LORETO, Virrey 3139",100721.299249,106094.621934,-34.57433,-58.455439,0101000020E610000056293DD34B3A4DC04C8E3BA5834941C0,578,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Billinghurst,2367,,BILLINGHURST 2367,105317.668204,104913.095048,-34.584968,-58.405342,0101000020E6100000FDD8243FE2334DC0709A3E3BE04A41C0,608,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),Beruti,3891,484,BERUTI 3891,104401.215566,105097.988205,-34.583305,-58.415332,0101000020E6100000BB7D569929354DC0F14BFDBCA94A41C0,237,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,J. Newbery,1992,,"NEWBERY, JORGE 1992",102470.916704,106666.975176,-34.569168,-58.436374,0101000020E610000090696D1ADB374DC001F73C7FDA4841C0,364,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,Libertador,Dorrego,,DEL LIBERTADOR AV. y DORREGO AV.,103657.805041036,106544.838377512,-34.570266,-58.42344,0101000020E6100000BCE82B4833364DC0A702EE79FE4841C0,372,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,j. Newbery,2814,,"NEWBERY, JORGE 2814",101747.244636,105939.515723,-34.575727,-58.444259,0101000020E610000012FA997ADD384DC04C361E6CB14941C0,556,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,Matienzo,1724,,"MATIENZO, BENJAMIN, TENIENTE 1724",102691.93235,106769.723468,-34.568242,-58.433966,0101000020E6100000B8C9A8328C374DC0581B6327BC4841C0,376,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 4 Microrecorridos (Ceibo),ORO,2478,761,FRAY JUSTO SANTAMARIA DE ORO 2478,103537.558808,105508.127294,-34.579611,-58.424746,0101000020E6100000AC8DB1135E364DC070B378B1304A41C0,86,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Recorridos Zona 1 (MTE),Ravignani,1793,542,"RAVIGNANI, EMILIO, Dr. 1793",102276.748839,105350.337996,-34.581037,-58.438487,0101000020E61000004F5C8E5720384DC00B62A06B5F4A41C0,226,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 5 (Oeste),Nicasio Oroño,45,,"OROÑO, NICASIO 45",101251.943256,100671.26596,-34.623217,-58.449649,0101000020E6100000EDD632198E394DC0D6A71C93C54F41C0,500,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Paraguay,3042,,PARAGUAY 3042,104853.353489,103757.414969,-34.595387,-58.410396,0101000020E610000061342BDB87344DC056BB26A4354C41C0,768,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,T. Garcia,2847,,"GARCIA, TEODORO 2847",101350.974673,106182.534474,-34.573537,-58.448578,0101000020E610000040DAFF006B394DC0E20511A9694941C0,572,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Billinghurst,1743,,BILLINGHURST 1743,104885.497525,104321.454987,-34.590303,-58.410049,0101000020E6100000F660527C7C344DC087DD770C8F4B41C0,723,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,Gorostiaga,2012,,GOROSTIAGA 2012,102156.475152,106778.357534,-34.568165,-58.439801,0101000020E6100000C2DF2F664B384DC0ADDD76A1B94841C0,360,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Olleros,3562,,OLLEROS 3562,101180.454185,105286.397226,-34.581616,-58.450435,0101000020E6100000A4FCA4DAA7394DC0486AA164724A41C0,566,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 4 Microrecorridos (Ceibo),J. ALVAREZ,2484,,"ALVAREZ, JULIAN 2484",104468.939373,104726.493104,-34.586654,-58.414592,0101000020E61000007497C45911354DC0A708707A174B41C0,91,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Austria,1851,,AUSTRIA 1851,105204.889444,104363.386719,-34.589923,-58.406568,0101000020E6100000D1CC936B0A344DC04014CC98824B41C0,642,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Las Heras,2440,,LAS HERAS GENERAL AV. 2440,105929.753457,104767.175268,-34.58628,-58.39867,0101000020E6100000BBF2599E07334DC0422619390B4B41C0,695,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Soler,3440,,SOLER 3440,104612.461514,103776.581446,-34.595216,-58.413022,0101000020E6100000A643A7E7DD344DC02907B309304C41C0,743,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Recorridos Zona 1 (MTE),Ravignani,1365,434,"RAVIGNANI, EMILIO, Dr. 1365",101876.260534,104925.464667,-34.584868,-58.44285,0101000020E61000004D840D4FAF384DC00C3D62F4DC4A41C0,225,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Billinghurst,1051,,BILLINGHURST 1051,104493.957461,103561.31616,-34.597157,-58.414313,0101000020E610000061A7583508354DC0EBC9FCA36F4C41C0,737,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Gallo,1543,,GALLO 1543,104944.445167,104091.4195,-34.592376,-58.409405,0101000020E6100000D1E80E6267344DC0B8770DFAD24B41C0,760,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
CV,LA PAMPA Y F ALCORTA,,,"LA PAMPA y FIGUEROA ALCORTA, PRES. AV.",102629.140625,108394.6640625,-34.553594,-58.434655,0101000020E61000007D0569C6A2374DC083A10E2BDC4641C0,780,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 1 Recorridos Zona 1 (MTE),Cabrera,Bondpland,530,"CABRERA, JOSE A. y BONPLAND",102213.9375,104917.0234375,-34.584944,-58.43917,0101000020E610000031B1F9B836384DC0E7FEEA71DF4A41C0,199,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Mansilla,3050,,"MANSILLA, LUCIO NORBERTO, GENERAL 3050",104922.227187,103879.515137,-34.594286,-58.409646,0101000020E6100000F777B6476F344DC03E3C4B90114C41C0,770,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 4 Microrecorridos (Ceibo),CHARCAS,4405,775,CHARCAS 4405,103595.001227,105145.679982,-34.582878,-58.424119,0101000020E61000005D4E098849364DC069C70DBF9B4A41C0,433,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),Rep Arabe Siria,3285,599,REPUBLICA ARABE SIRIA 3285,104727.364347,105668.166157,-34.578164,-58.41178,0101000020E6100000CD920035B5344DC0BEDC2747014A41C0,303,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Cespedes,3550,,CESPEDES 3550,100749.439458,105487.965286,-34.579799,-58.455132,0101000020E610000079AEEFC3413A4DC073A087DA364A41C0,540,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 2 Palermo (MTE),J.M. Gutierrez,3711,561,"GUTIERREZ, JUAN MARIA 3711",104658.117061,105343.112156,-34.581094,-58.412533,0101000020E6100000A9C29FE1CD344DC06FF3C649614A41C0,293,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 5 (Oeste),Rivadavia,rojas,,RIVADAVIA AV. y ROJAS,102002.6328125,100970.8828125,-34.620515,-58.441464,0101000020E6100000412E71E481384DC0B6D617096D4F41C0,495,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 6 (MTE) Colegiales,Cramer,1490,,CRAMER 1490,100771.524013,106498.696873,-34.570688,-58.454893,0101000020E6100000F4160FEF393A4DC01D1CEC4D0C4941C0,543,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Billinghurst,2137,,BILLINGHURST 2137,105154.907185,104695.13558,-34.586933,-58.407115,0101000020E6100000035B25581C344DC0BAF8DB9E204B41C0,611,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 3 Madreselva,L.M. Campos,261,,"CAMPOS, LUIS M. AV. 261",102853.942362,106148.267364,-34.573843,-58.432199,0101000020E6100000942EFD4B52374DC0EE04FBAF734941C0,365,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
Etapa 7 Palermo (MTE),Beruti,3205,,BERUTI 3205,105036.126662,104575.403331,-34.588013,-58.408409,0101000020E61000002F3201BF46344DC0B94F8E02444B41C0,610,2014-05-15 21:02:41.996774+00,2014-05-15 21:02:42.035718+00
